"";"Disease";"OBStartDate";"Species";"Year";"Longitude";"Latitude"
"25";"Beaver_case";2006-08-21;"Beaver";2006;10,3672396352128;60,1368603861548
"26";"Beaver_case";2006-08-23;"Beaver";2006;10,6406873606711;60,3533498485279
"27";"Beaver_case";2006-08-23;"Beaver";2006;9,07523019109081;61,5293418070677
"28";"Beaver_case";2006-08-23;"Beaver";2006;6,41267061279464;61,5571867759528
"29";"Beaver_case";2006-08-23;"Beaver";2006;9,00827878074062;60,3978888671307
"30";"Beaver_case";2006-08-23;"Beaver";2006;7,29405632147753;60,8125133084335
"31";"Beaver_case";2006-08-21;"Beaver";2006;7,4547925935878;62,0510709444602
"32";"Beaver_case";2006-08-23;"Beaver";2006;7,45268709548852;62,0017516567811
"33";"Beaver_case";2006-08-23;"Beaver";2006;8,14321008067172;62,0906803534194
"34";"Beaver_case";2006-08-19;"Beaver";2006;9,40303093231292;60,6634327357166
"35";"Beaver_case";2006-08-24;"Beaver";2006;6,91880403825628;61,8668684794368
"36";"Beaver_case";2006-08-18;"Beaver";2006;9,61678148263953;61,1094226666277
"37";"Beaver_case";2006-08-23;"Beaver";2006;9,36633368543072;61,3783331635331
"38";"Beaver_case";2006-08-18;"Beaver";2006;6,2617738461616;60,7838888430448
"39";"Beaver_case";2006-08-19;"Beaver";2006;8,16874914382694;62,2353192239903
"40";"Beaver_case";2006-08-29;"Beaver";2006;9,18914282557098;61,2447417960268
"41";"Beaver_case";2006-08-29;"Beaver";2006;9,61408621409808;61,9203255430512
"42";"Beaver_case";2006-08-29;"Beaver";2006;6,25112538249265;61,5898653075883
"43";"Beaver_case";2006-08-30;"Beaver";2006;5,50865816748627;60,311218387297
"44";"Beaver_case";2006-08-28;"Beaver";2006;10,0129270036817;60,2015204229967
"45";"Beaver_case";2006-08-25;"Beaver";2006;9,62124330858672;61,0630206020387
"46";"Beaver_case";2006-08-25;"Beaver";2006;7,75413314185159;62,1049172163896
"47";"Beaver_case";2006-08-28;"Beaver";2006;7,26205885085136;62,0007980769396
"48";"Beaver_case";2006-08-29;"Beaver";2006;9,59711299855588;60,4751461639518
"49";"Beaver_case";2006-08-24;"Beaver";2006;5,63193999811681;61,9243432253393
"50";"Beaver_case";2006-08-28;"Beaver";2006;7,70498360257348;62,1323122046961
"51";"Beaver_case";2006-08-26;"Beaver";2006;7,59755412800985;60,8326284561538
"52";"Beaver_case";2006-08-24;"Beaver";2006;9,71332377096264;61,0435964353387
"53";"Beaver_case";2006-08-28;"Beaver";2006;6,88418748182659;59,8954542011169
"54";"Beaver_case";2006-08-28;"Beaver";2006;9,18159909689028;60,1417672370339
"55";"Beaver_case";2006-08-29;"Beaver";2006;9,55978816887785;61,1632319717396
"56";"Beaver_case";2006-08-29;"Beaver";2006;10,2472235961908;60,2777520909977
"57";"Beaver_case";2006-08-26;"Beaver";2006;9,93128778206137;61,2024678189094
"58";"Beaver_case";2006-08-23;"Beaver";2006;6,26191578906924;60,747568133753
"59";"Beaver_case";2006-08-30;"Beaver";2006;8,43125629970301;61,4474516519974
"60";"Beaver_case";2006-08-30;"Beaver";2006;5,29241176865601;61,7286811303845
"61";"Beaver_case";2006-08-25;"Beaver";2006;6,54317105328338;61,2976107015577
"62";"Beaver_case";2006-08-26;"Beaver";2006;9,98080766101617;61,7883238590781
"63";"Beaver_case";2006-09-07;"Beaver";2006;9,75537510830349;61,6152977331147
"64";"Beaver_case";2006-09-02;"Beaver";2006;5,49667497540063;61,4862363960429
"65";"Beaver_case";2006-09-07;"Beaver";2006;6,4294599374288;60,7592386178249
"66";"Beaver_case";2006-09-05;"Beaver";2006;9,20967577925893;60,3478693735079
"67";"Beaver_case";2006-09-13;"Beaver";2006;6,69965150590393;60,00736407954
"68";"Beaver_case";2006-09-05;"Beaver";2006;8,73311816941986;60,225213105926
"69";"Beaver_case";2006-09-10;"Beaver";2006;8,57689124584576;61,5143405032186
"70";"Beaver_case";2006-08-27;"Beaver";2006;6,61867174817786;61,85309730367
"71";"Beaver_case";2006-08-24;"Beaver";2006;7,64605022610095;60,8153245415204
"72";"Beaver_case";2006-09-07;"Beaver";2006;10,6452457294388;61,1935955213434
"73";"Beaver_case";2006-09-06;"Beaver";2006;7,36925517614019;61,8567515715992
"74";"Beaver_case";2006-09-05;"Beaver";2006;9,52607197562268;60,2742967182604
"75";"Beaver_case";2006-09-01;"Beaver";2006;6,12727805892553;60,8493711199216
"76";"Beaver_case";2006-08-18;"Beaver";2006;5,60750283883068;60,346738318872
"77";"Beaver_case";2006-09-10;"Beaver";2006;6,25303434374341;60,672296842014
"78";"Beaver_case";2006-08-29;"Beaver";2006;7,83203285564688;60,737963179867
"79";"Beaver_case";2006-08-31;"Beaver";2006;7,20834747552264;60,9391992544287
"80";"Beaver_case";2006-08-26;"Beaver";2006;5,42598314450812;61,5847271381717
"81";"Beaver_case";2006-09-06;"Beaver";2006;6,81907867984309;61,5709269973907
"82";"Beaver_case";2006-08-27;"Beaver";2006;9,77252548042422;61,9730875237833
"83";"Beaver_case";2006-08-30;"Beaver";2006;8,64771478991776;60,357783982257
"84";"Beaver_case";2006-09-13;"Beaver";2006;7,69587671321505;62,1138400739636
"85";"Beaver_case";2006-09-04;"Beaver";2006;6,08837955711155;60,8062667295717
"86";"Beaver_case";2006-08-28;"Beaver";2006;6,61141501682636;59,9070436925542
"87";"Beaver_case";2006-09-02;"Beaver";2006;6,90629497433429;61,7770140418391
"88";"Beaver_case";2006-09-03;"Beaver";2006;9,70747258904283;60,5853150500794
"89";"Beaver_case";2006-09-15;"Beaver";2006;5,71611073899684;61,6702255455903
"90";"Beaver_case";2006-09-13;"Beaver";2006;5,91539069654835;61,5304637318991
"91";"Beaver_case";2006-09-14;"Beaver";2006;8,4525216326565;61,6566096887363
"92";"Beaver_case";2006-09-21;"Beaver";2006;10,5131130540064;61,3263258846624
"93";"Beaver_case";2006-09-12;"Beaver";2006;6,7405105578964;59,9847816053231
"94";"Beaver_case";2006-09-13;"Beaver";2006;7,65722089246558;60,8762689260263
"95";"Beaver_case";2006-09-13;"Beaver";2006;5,24076960020025;61,6773004883415
"96";"Beaver_case";2006-09-13;"Beaver";2006;7,32491200517484;60,9687432278918
"97";"Beaver_case";2006-09-12;"Beaver";2006;10,4629298362763;60,2164038944551
"98";"Beaver_case";2006-09-14;"Beaver";2006;9,38146448055844;61,4764129439394
"99";"Beaver_case";2006-09-25;"Beaver";2006;6,20079449798674;60,710282335101
"100";"Beaver_case";2006-09-22;"Beaver";2006;6,45940566191071;61,4902344490649
"101";"Beaver_case";2006-09-23;"Beaver";2006;8,42518192709482;61,5849863546257
"102";"Beaver_case";2006-09-21;"Beaver";2006;6,1903427393703;60,7687948027944
"103";"Beaver_case";2006-09-23;"Beaver";2006;8,50714154543012;61,4876619305553
"104";"Beaver_case";2006-09-29;"Beaver";2006;7,51021931932341;62,0056259998216
"105";"Beaver_case";2006-09-26;"Beaver";2006;8,30004801634685;62,1594478398635
"106";"Beaver_case";2006-09-25;"Beaver";2006;6,8642312317075;59,7471701968423
"107";"Beaver_case";2006-09-26;"Beaver";2006;6,19514140980136;60,8679398614295
"108";"Beaver_case";2006-09-28;"Beaver";2006;6,89144004503296;59,7806714574403
"109";"Beaver_case";2006-09-27;"Beaver";2006;5,86363165926038;60,259607275498
"110";"Beaver_case";2006-09-12;"Beaver";2006;8,23071208483772;61,6156661291901
"111";"Beaver_case";2006-09-26;"Beaver";2006;7,97646643801969;61,4118151968153
"112";"Beaver_case";2006-09-24;"Beaver";2006;10,1906291576571;61,2766392193302
"113";"Beaver_case";2006-09-25;"Beaver";2006;9,13347048350193;61,4375532626839
"114";"Beaver_case";2006-09-26;"Beaver";2006;6,616806168265;61,6831799809284
"115";"Beaver_case";2006-09-25;"Beaver";2006;9,46490052824512;60,7733491220391
"116";"Beaver_case";2006-09-28;"Beaver";2006;5,81897441984628;61,9079521423707
"117";"Beaver_case";2006-09-20;"Beaver";2006;8,29762063234656;62,1842616442999
"118";"Beaver_case";2006-09-23;"Beaver";2006;9,6721376899199;61,9580869864403
"119";"Beaver_case";2006-09-26;"Beaver";2006;6,63169111349545;61,765692303417
"120";"Beaver_case";2006-09-27;"Beaver";2006;7,77707516503648;60,1362834884594
"121";"Beaver_case";2006-09-24;"Beaver";2006;7,25250898357181;60,8221695175851
"122";"Beaver_case";2006-09-22;"Beaver";2006;8,11616598334636;62,0983300034433
"123";"Beaver_case";2006-09-21;"Beaver";2006;5,57338920928537;61,8674704871885
"124";"Beaver_case";2006-09-25;"Beaver";2006;7,29275125887884;61,9087156156027
"125";"Beaver_case";2006-09-26;"Beaver";2006;5,55607040724856;61,9393991178765
"126";"Beaver_case";2006-09-21;"Beaver";2006;9,77259531162357;61,7910938760843
"127";"Beaver_case";2006-09-29;"Beaver";2006;5,32230706172814;61,4141680861404
"128";"Beaver_case";2006-09-26;"Beaver";2006;5,81698137288402;59,6683581439979
"129";"Beaver_case";2006-09-22;"Beaver";2006;5,33325916459395;60,4958973797274
"130";"Beaver_case";2006-09-22;"Beaver";2006;5,78446956389475;59,6015224520911
"131";"Beaver_case";2006-09-22;"Beaver";2006;7,91395887726205;60,8557578257219
"132";"Beaver_case";2006-09-23;"Beaver";2006;7,01631402120117;61,7581589360037
"133";"Beaver_case";2006-09-26;"Beaver";2006;6,77508619432097;61,5098070238298
"134";"Beaver_case";2006-09-29;"Beaver";2006;7,35032527479196;60,9830663108587
"135";"Beaver_case";2006-09-20;"Beaver";2006;5,31978476448585;60,2080537827001
"136";"Beaver_case";2006-09-26;"Beaver";2006;7,47075640369192;60,9456690759493
"137";"Beaver_case";2006-09-27;"Beaver";2006;6,86985372823137;61,8378205431675
"138";"Beaver_case";2006-09-29;"Beaver";2006;7,7389918589264;60,8288937351901
"139";"Beaver_case";2006-09-24;"Beaver";2006;7,77672423614658;62,0406034457011
"140";"Beaver_case";2006-09-25;"Beaver";2006;8,96531770474418;61,4207516931145
"141";"Beaver_case";2006-09-26;"Beaver";2006;6,89443249241372;61,8451692683557
"142";"Beaver_case";2006-09-27;"Beaver";2006;10,2529374537845;61,3461100022276
"143";"Beaver_case";2006-09-20;"Beaver";2006;5,54373999574436;61,413616889372
"144";"Beaver_case";2006-09-26;"Beaver";2006;7,2333968507714;61,9441397748231
"145";"Beaver_case";2006-09-25;"Beaver";2006;6,09445340386415;59,6399449018858
"146";"Beaver_case";2006-09-21;"Beaver";2006;8,36893411143339;61,3941841510544
"147";"Beaver_case";2006-09-27;"Beaver";2006;7,71215041940652;61,014238695662
"148";"Beaver_case";2006-09-25;"Beaver";2006;9,11217506099573;61,3652620443802
"149";"Beaver_case";2006-09-26;"Beaver";2006;6,45546120537007;61,5467175035036
"150";"Beaver_case";2006-09-26;"Beaver";2006;8,5187623792806;61,7311870202773
"151";"Beaver_case";2006-09-26;"Beaver";2006;9,00480455404638;60,2023263895424
"152";"Beaver_case";2006-09-26;"Beaver";2006;7,29291541396382;60,887756297766
"153";"Beaver_case";2006-09-25;"Beaver";2006;5,01100263510105;61,6985975609914
"154";"Beaver_case";2006-09-27;"Beaver";2006;7,04592346904264;61,8355008051597
"155";"Beaver_case";2006-09-28;"Beaver";2006;7,74783699960464;60,6421596550409
"156";"Beaver_case";2006-10-03;"Beaver";2006;8,40694385769229;61,4378886660404
"157";"Beaver_case";2006-09-29;"Beaver";2006;5,48042424034928;61,5735362100961
"158";"Beaver_case";2006-09-28;"Beaver";2006;6,10658168151647;61,4053315115876
"159";"Beaver_case";2006-09-28;"Beaver";2006;5,45785511511554;60,2854357292522
"160";"Beaver_case";2006-10-05;"Beaver";2006;6,19118146853638;60,7106751411907
"161";"Beaver_case";2006-09-30;"Beaver";2006;9,86776404819459;61,6882838938134
"162";"Beaver_case";2006-10-01;"Beaver";2006;8,11133801981758;60,9559656866646
"163";"Beaver_case";2006-09-28;"Beaver";2006;9,23097103654537;60,6349017193556
"164";"Beaver_case";2006-10-04;"Beaver";2006;9,68441642217693;61,5347484181
"165";"Beaver_case";2006-09-27;"Beaver";2006;6,29382616587345;60,9700338295699
"166";"Beaver_case";2006-09-29;"Beaver";2006;7,3152284574106;61,9448589919379
"167";"Beaver_case";2006-09-29;"Beaver";2006;9,95286957660614;61,6932357996173
"168";"Beaver_case";2006-09-27;"Beaver";2006;8,55754109408082;61,529453558498
"169";"Beaver_case";2006-09-30;"Beaver";2006;9,83958901155178;60,4990924709423
"170";"Beaver_case";2006-10-02;"Beaver";2006;8,41499212111033;62,1028662261795
"171";"Beaver_case";2006-10-05;"Beaver";2006;7,73704503173975;60,9455867139904
"172";"Beaver_case";2006-10-01;"Beaver";2006;5,80024980448601;60,7172977138815
"173";"Beaver_case";2006-09-28;"Beaver";2006;6,9766374785027;59,9604023984638
"174";"Beaver_case";2006-09-27;"Beaver";2006;10,4316605564446;59,5744729265803
"175";"Beaver_case";2006-09-30;"Beaver";2006;6,05855940117459;60,8169593435632
"176";"Beaver_case";2006-10-03;"Beaver";2006;10,4870448187127;60,1976796756472
"177";"Beaver_case";2006-10-04;"Beaver";2006;7,59059684297226;62,0136902010314
"178";"Beaver_case";2006-10-01;"Beaver";2006;4,9853945092861;61,7177155146438
"179";"Beaver_case";2006-09-29;"Beaver";2006;5,33710333500439;59,5239377378548
"180";"Beaver_case";2006-10-04;"Beaver";2006;10,197119347662;60,2637828259627
"181";"Beaver_case";2006-09-27;"Beaver";2006;10,378671230943;61,2273721383671
"182";"Beaver_case";2006-09-30;"Beaver";2006;7,06455269426354;61,8249307797157
"183";"Beaver_case";2006-10-02;"Beaver";2006;5,70507005103335;61,9234395457984
"184";"Beaver_case";2006-10-05;"Beaver";2006;9,22938424242183;61,3963879268883
"185";"Beaver_case";2006-10-06;"Beaver";2006;5,42188946672146;60,3325989130316
"186";"Beaver_case";2006-10-01;"Beaver";2006;5,48159719681538;61,4146897528956
"187";"Beaver_case";2006-09-27;"Beaver";2006;10,3126472289083;60,2507980584583
"188";"Beaver_case";2006-10-04;"Beaver";2006;7,2461166209851;61,9288895113013
"189";"Beaver_case";2006-09-27;"Beaver";2006;8,30498224626309;61,5565328859
"190";"Beaver_case";2006-10-05;"Beaver";2006;6,85871492725602;59,9416599800192
"191";"Beaver_case";2006-10-03;"Beaver";2006;8,53146947120509;62,1014750504271
"192";"Beaver_case";2006-10-03;"Beaver";2006;9,4529257272168;60,5544352827556
"193";"Beaver_case";2006-09-28;"Beaver";2006;7,52723348054689;60,808333864803
"194";"Beaver_case";2006-10-01;"Beaver";2006;5,77957099043917;59,6412821103465
"195";"Beaver_case";2006-09-26;"Beaver";2006;5,85622618678199;59,6634471134378
"196";"Beaver_case";2006-09-25;"Beaver";2006;7,66713266029431;60,8192822585495
"197";"Beaver_case";2006-09-28;"Beaver";2006;7,82418599912616;60,136423292457
"198";"Beaver_case";2006-10-02;"Beaver";2006;7,41971006851143;61,9802995027549
"199";"Beaver_case";2006-10-06;"Beaver";2006;8,16229268559377;61,468501818601
"200";"Beaver_case";2006-10-04;"Beaver";2006;5,95974620046243;60,8773717844274
"201";"Beaver_case";2006-10-03;"Beaver";2006;9,73117186449105;61,5359601963247
"202";"Beaver_case";2006-09-29;"Beaver";2006;8,00430723191547;62,1697768211135
"203";"Beaver_case";2006-10-01;"Beaver";2006;5,67667399401649;60,4098514090105
"204";"Beaver_case";2006-10-02;"Beaver";2006;7,31508630194438;60,7329760702606
"205";"Beaver_case";2006-10-03;"Beaver";2006;7,61120051711876;60,7066191048874
"206";"Beaver_case";2006-10-05;"Beaver";2006;7,65455961205477;60,7369295267298
"207";"Beaver_case";2006-10-04;"Beaver";2006;6,91902431636773;61,7967096160316
"208";"Beaver_case";2006-09-27;"Beaver";2006;9,67435873371926;61,7115278132714
"209";"Beaver_case";2006-09-28;"Beaver";2006;7,40388747573612;60,8875482014255
"210";"Beaver_case";2006-09-30;"Beaver";2006;8,79465229031186;61,4187647260677
"211";"Beaver_case";2006-10-04;"Beaver";2006;7,74179904038746;62,1392560573619
"212";"Beaver_case";2006-09-27;"Beaver";2006;6,87817251825645;59,8814868079744
"213";"Beaver_case";2006-10-03;"Beaver";2006;10,5807532812205;60,1591282997343
"214";"Beaver_case";2006-10-04;"Beaver";2006;10,2343921868483;61,2111089320321
"215";"Beaver_case";2006-10-05;"Beaver";2006;9,9113053193332;61,1384460682193
"216";"Beaver_case";2006-09-29;"Beaver";2006;5,5731765183099;60,3859142584059
"217";"Beaver_case";2006-10-13;"Beaver";2006;6,21215979886381;60,7597236076996
"218";"Beaver_case";2006-10-02;"Beaver";2006;7,80788639084702;60,1308131651114
"219";"Beaver_case";2006-10-04;"Beaver";2006;8,73978848519481;60,2735409598421
"220";"Beaver_case";2006-09-28;"Beaver";2006;6,03943036103942;60,9549163544667
"221";"Beaver_case";2006-10-04;"Beaver";2006;5,78162982495777;60,4320584327538
"222";"Beaver_case";2006-10-02;"Beaver";2006;10,0265426240908;61,6990132296831
"223";"Beaver_case";2006-10-02;"Beaver";2006;10,5523237191542;60,3286040270354
"224";"Beaver_case";2006-10-02;"Beaver";2006;6,23176575026797;60,7285091787999
"225";"Beaver_case";2006-10-04;"Beaver";2006;8,15262868454694;60,8455188584227
"226";"Beaver_case";2006-10-02;"Beaver";2006;8,21057621985875;61,5027902167935
"227";"Beaver_case";2006-10-05;"Beaver";2006;10,4812413316715;60,1213918212486
"228";"Beaver_case";2006-10-07;"Beaver";2006;6,54259043922494;61,4370245387197
"229";"Beaver_case";2006-10-03;"Beaver";2006;7,00539011107576;61,7522301966834
"230";"Beaver_case";2006-10-07;"Beaver";2006;7,74376731096473;62,0087061428941
"231";"Beaver_case";2006-10-09;"Beaver";2006;9,53571654457268;60,565271100549
"232";"Beaver_case";2006-10-06;"Beaver";2006;8,96159243193218;60,2509210905427
"233";"Beaver_case";2006-10-09;"Beaver";2006;7,34469906226519;61,8887402188695
"234";"Beaver_case";2006-10-05;"Beaver";2006;7,33163102368146;60,9763577325426
"235";"Beaver_case";2006-10-07;"Beaver";2006;6,51770192439493;59,9442494174837
"236";"Beaver_case";2006-10-07;"Beaver";2006;9,78799970181891;61,0444235709342
"237";"Beaver_case";2006-10-03;"Beaver";2006;7,47428170214842;60,7348913167477
"238";"Beaver_case";2006-10-09;"Beaver";2006;9,3338548134185;60,4715368537462
"239";"Beaver_case";2006-10-05;"Beaver";2006;5,4631332476463;60,306286119231
"240";"Beaver_case";2006-10-04;"Beaver";2006;9,15509569807379;61,5153790129221
"241";"Beaver_case";2006-10-06;"Beaver";2006;9,77200885810803;60,6047753963001
"242";"Beaver_case";2006-10-05;"Beaver";2006;6,89685058746431;61,9074583262856
"243";"Beaver_case";2006-10-07;"Beaver";2006;9,42546057745938;60,5099120934543
"244";"Beaver_case";2006-10-07;"Beaver";2006;10,4584930021076;61,1447678356006
"245";"Beaver_case";2006-10-03;"Beaver";2006;7,4033668784775;61,8912211444671
"246";"Beaver_case";2006-10-07;"Beaver";2006;5,45822381086286;61,754869486336
"247";"Beaver_case";2006-10-07;"Beaver";2006;10,5507755688061;59,5625686714295
"248";"Beaver_case";2006-10-05;"Beaver";2006;9,74102676267745;60,9620385081481
"249";"Beaver_case";2006-10-09;"Beaver";2006;5,41205848248723;60,308157904232
"250";"Beaver_case";2006-10-03;"Beaver";2006;7,60203001862122;60,969027062626
"251";"Beaver_case";2006-10-05;"Beaver";2006;6,78318808651599;59,8755290100216
"252";"Beaver_case";2006-10-05;"Beaver";2006;4,98453834622634;61,7130925430505
"253";"Beaver_case";2006-10-06;"Beaver";2006;6,39614580936057;59,9813536866418
"254";"Beaver_case";2006-10-05;"Beaver";2006;8,84563888819532;61,4551320729872
"255";"Beaver_case";2006-10-05;"Beaver";2006;5,68907066687571;61,9656047605995
"256";"Beaver_case";2006-10-04;"Beaver";2006;8,46151754225831;62,1502011663665
"257";"Beaver_case";2006-10-04;"Beaver";2006;6,41745248714402;61,7145205705132
"258";"Beaver_case";2006-10-06;"Beaver";2006;6,65061796314522;60,0546319514726
"259";"Beaver_case";2006-10-07;"Beaver";2006;9,48753909975687;60,4640059118918
"260";"Beaver_case";2006-10-02;"Beaver";2006;9,73787352680634;61,0047529880183
"261";"Beaver_case";2006-10-05;"Beaver";2006;5,21784712934714;61,6951978707678
"262";"Beaver_case";2006-10-07;"Beaver";2006;5,65635622621541;60,4091392438898
"263";"Beaver_case";2006-10-05;"Beaver";2006;8,80155964694764;61,5284868395759
"264";"Beaver_case";2006-10-07;"Beaver";2006;7,166646403127;61,7220385941719
"265";"Beaver_case";2006-10-07;"Beaver";2006;6,02459790699955;61,4847759890812
"266";"Beaver_case";2006-10-09;"Beaver";2006;7,65392763327278;61,0268119292095
"267";"Beaver_case";2006-10-04;"Beaver";2006;10,2211261307514;61,5779382424795
"268";"Beaver_case";2006-10-05;"Beaver";2006;5,35033729215325;59,5438137424015
"269";"Beaver_case";2006-10-08;"Beaver";2006;6,86990247035417;61,7524377108475
"270";"Beaver_case";2006-10-08;"Beaver";2006;8,05867730794401;62,1441021028386
"271";"Beaver_case";2006-10-07;"Beaver";2006;6,33084728675368;60,6229887907756
"272";"Beaver_case";2006-10-04;"Beaver";2006;8,15576214743751;61,5634110713574
"273";"Beaver_case";2006-10-03;"Beaver";2006;5,92300549451758;60,6718749969869
"274";"Beaver_case";2006-10-05;"Beaver";2006;10,3465031543589;60,284917509122
"275";"Beaver_case";2006-10-04;"Beaver";2006;9,46892975690479;61,0801934287343
"276";"Beaver_case";2006-10-09;"Beaver";2006;6,99677746411252;59,8048082012106
"277";"Beaver_case";2006-10-04;"Beaver";2006;10,4324788078351;60,2663323000723
"278";"Beaver_case";2006-10-05;"Beaver";2006;7,3682772502072;60,8192935196459
"279";"Beaver_case";2006-10-05;"Beaver";2006;10,2069421071606;60,2727014134223
"280";"Beaver_case";2006-10-04;"Beaver";2006;6,0533786262425;60,7899590315021
"281";"Beaver_case";2006-10-04;"Beaver";2006;5,32489116226632;60,2647685733146
"282";"Beaver_case";2006-10-07;"Beaver";2006;9,87825932680442;61,8105655020958
"283";"Beaver_case";2006-10-04;"Beaver";2006;7,85969275901645;60,9019929952567
"284";"Beaver_case";2006-10-09;"Beaver";2006;9,56215759070933;61,0903874573621
"285";"Beaver_case";2006-10-06;"Beaver";2006;10,5065142228554;60,1413911912563
"286";"Beaver_case";2006-10-09;"Beaver";2006;8,95737954436227;60,1434892659524
"287";"Beaver_case";2006-10-04;"Beaver";2006;5,35659088744455;61,5285906209034
"288";"Beaver_case";2006-10-08;"Beaver";2006;9,67700551243459;60,6403448224463
"289";"Beaver_case";2006-10-16;"Beaver";2006;6,68031469247933;61,8476411267902
"290";"Beaver_case";2006-10-05;"Beaver";2006;8,89918230532268;61,3824951943348
"291";"Beaver_case";2006-10-04;"Beaver";2006;7,99145130632175;62,0263043281594
"292";"Beaver_case";2006-10-05;"Beaver";2006;6,51565296865642;60,7174577295221
"293";"Beaver_case";2006-10-06;"Beaver";2006;7,4664949050313;60,8606861355579
"294";"Beaver_case";2006-10-05;"Beaver";2006;7,09369815759095;61,8317744226401
"295";"Beaver_case";2006-10-05;"Beaver";2006;9,14632633748863;60,397980691411
"296";"Beaver_case";2006-10-03;"Beaver";2006;5,82130506316447;60,5291293655279
"297";"Beaver_case";2006-10-06;"Beaver";2006;7,88512766203143;60,7877599356301
"298";"Beaver_case";2006-10-05;"Beaver";2006;6,38863965767867;61,6524784194983
"299";"Beaver_case";2006-10-06;"Beaver";2006;9,6860776443404;60,9543114101432
"300";"Beaver_case";2006-10-07;"Beaver";2006;5,4028056099065;61,4197871647436
"301";"Beaver_case";2006-10-09;"Beaver";2006;5,26056819301978;60,4342864349205
"302";"Beaver_case";2006-10-12;"Beaver";2006;10,2466956565658;60,3103532072519
"303";"Beaver_case";2006-10-12;"Beaver";2006;7,98070950493466;62,1042702753149
"304";"Beaver_case";2006-10-11;"Beaver";2006;7,07378777043367;60,9435060391431
"305";"Beaver_case";2006-10-10;"Beaver";2006;5,37979609176737;61,2092123095804
"306";"Beaver_case";2006-10-07;"Beaver";2006;7,34549249355426;60,9813429307379
"307";"Beaver_case";2006-10-09;"Beaver";2006;6,62754416080475;61,3817241999438
"308";"Beaver_case";2006-10-06;"Beaver";2006;10,5160353438628;60,3147786767592
"309";"Beaver_case";2006-10-10;"Beaver";2006;7,62665796559366;62,1273262404779
"310";"Beaver_case";2006-10-10;"Beaver";2006;9,59145939839667;61,5707239207369
"311";"Beaver_case";2006-10-09;"Beaver";2006;6,99772905850814;59,8473509083674
"312";"Beaver_case";2006-10-12;"Beaver";2006;5,38047526428075;60,3949742604172
"313";"Beaver_case";2006-10-13;"Beaver";2006;9,53313917201814;61,0597027462357
"314";"Beaver_case";2006-10-11;"Beaver";2006;8,66160414157625;60,2254813081045
"315";"Beaver_case";2006-10-12;"Beaver";2006;8,32829813131142;61,4989857811387
"316";"Beaver_case";2006-10-10;"Beaver";2006;6,95811551064039;59,821455209793
"317";"Beaver_case";2006-10-10;"Beaver";2006;6,40091139022369;60,1339443689455
"318";"Beaver_case";2006-10-07;"Beaver";2006;9,08756523575446;60,1360331651998
"319";"Beaver_case";2006-10-10;"Beaver";2006;8,80851288162933;61,4779826449664
"320";"Beaver_case";2006-10-11;"Beaver";2006;10,6123337157532;61,6140549920378
"321";"Beaver_case";2006-10-11;"Beaver";2006;11,0086072864739;60,5074708600857
"322";"Beaver_case";2006-10-09;"Beaver";2006;5,65269259177706;61,7755194450418
"323";"Beaver_case";2006-10-09;"Beaver";2006;10,1092150915475;61,1836751895865
"324";"Beaver_case";2006-10-06;"Beaver";2006;8,88094370274363;60,3108439641679
